,form,var_name,description,var_type,source,type,subtype
782,"D1
Clinician Diagnosis",WHODIDDX,Who did diagnosis,Original UDS question,v1-2,method,method
783,"D1
Clinician Diagnosis",DXMETHOD,Diagnosis method,Original UDS question,v3,method,method
784,"D1
Clinician Diagnosis",NORMCOG,Normal cognition and behavior,Original UDS question,v1-3,x,diagnosis
785,"D1
Clinician Diagnosis",DEMENTED,Met criteria for dementia,Original UDS question,v1-3,x,diagnosis
786,"D1
Clinician Diagnosis",NACCUDSD,Cognitive status at UDS visit,NACC derived variable,v1-3,x,diagnosis
787,"D1
Clinician Diagnosis",AMNDEM,"Dementia syndrome — Amnestic 
multidomain dementia syndrome",Original UDS question,v3,x,diagnosis
789,"D1
Clinician Diagnosis",PCA,"Dementia syndrome — Posterior cortical 
atrophy syndrome (or primary visual 
presentation)",Original UDS question,v3,x,diagnosis
790,"D1
Clinician Diagnosis",NACCPPA,"Primary progressive aphasia (PPA) with 
cognitive impairment",NACC derived variable,v1-3,x,diagnosis
791,"D1
Clinician Diagnosis",NACCPPAG,"Dementia syndrome — Primary 
progressive aphasia (PPA) subtype 
according to the criteria outlined by 
Gorno-Tempini et al. 2011",NACC derived variable,v3,x,diagnosis
792,"D1
Clinician Diagnosis",NACCPPME,"Primary progressive aphasia (PPA) 
subtype according to older criteria 
outlined by Mesulam et al (2001 and 
2003)",NACC derived variable,v1-2,x,diagnosis
793,"D1
Clinician Diagnosis",NACCBVFT,"Dementia syndrome — behavioral variant 
FTD syndrome (bvFTD)",NACC derived variable,v1-3,x,diagnosis
794,"D1
Clinician Diagnosis",NACCLBDS,"Dementia syndrome — Lewy body 
dementia syndrome",NACC derived variable,v1-3,x,diagnosis
795,"D1
Clinician Diagnosis",NAMNDEM,"Dementia syndrome — Non-amnestic 
multidomain dementia, not PCA, PPA, 
bvFTD, or DLB syndrome",Original UDS question,v3,x,diagnosis
796,"D1
Clinician Diagnosis",NACCTMCI,Mild cognitive impairment (MCI) type,NACC derived variable,v1-3,x,diagnosis
797,"D1
Clinician Diagnosis",NACCMCIL,MCI domain affected — language,NACC derived variable,v1-3,x,diagnosis
798,"D1
Clinician Diagnosis",NACCMCIA,MCI domain affected — attention,NACC derived variable,v1-3,x,diagnosis
799,"D1
Clinician Diagnosis",NACCMCIE,"MCI domain affected — executive 
function",NACC derived variable,v1-3,x,diagnosis
800,"D1
Clinician Diagnosis",NACCMCIV,MCI domain affected — visuospatial,NACC derived variable,v1-3,x,diagnosis
801,"D1
Clinician Diagnosis",IMPNOMCI,"Cognitively impaired, not MCI",Original UDS question,v1-3,x,diagnosis
802,"D1
Clinician Diagnosis",AMYLPET,Abnormally elevated amyloid on PET,Original UDS question,v3,x,imaging
803,"D1
Clinician Diagnosis",AMYLCSF,Abnormally low amyloid in CSF,Original UDS question,v3,x,imaging
804,"D1
Clinician Diagnosis",FDGAD,FDG-PET pattern of AD,Original UDS question,v3,x,imaging
805,"D1
Clinician Diagnosis",HIPPATR,Hippocampal atrophy,Original UDS question,v3,x,imaging
806,"D1
Clinician Diagnosis",TAUPETAD,Tau PET evidence for AD,Original UDS question,v3,x,imaging
807,"D1
Clinician Diagnosis",CSFTAU,Abnormally elevated CSF Tau or pTau,Original UDS question,v3,x,imaging
808,"D1
Clinician Diagnosis",FDGFTLD,"FDG-PET evidence for frontal or anterior 
temporal hypometabolism for FTLD",Original UDS question,v3,x,imaging
809,"D1
Clinician Diagnosis",TPETFTLD,Tau PET evidence for FTLD,Original UDS question,v3,x,imaging
810,"D1
Clinician Diagnosis",MRFTLD,"Structural MR evidence for frontal or 
anterior temporal atrophy for FTLD",Original UDS question,v3,x,imaging
811,"D1
Clinician Diagnosis",DATSCAN,"Dopamine transporter scan (DATscan) 
evidence for Lewy body disease",Original UDS question,v3,x,imaging
812,"D1
Clinician Diagnosis",OTHBIOM,Biomarker findings — Other,Original UDS question,v3,x,imaging
814,"D1
Clinician Diagnosis",IMAGLINF,Large vessel infarct(s),Original UDS question,v3,x,imaging
815,"D1
Clinician Diagnosis",IMAGLAC,Lacunar infarct(s),Original UDS question,v3,x,imaging
816,"D1
Clinician Diagnosis",IMAGMACH,Macrohemorrhage(s),Original UDS question,v3,x,imaging
817,"D1
Clinician Diagnosis",IMAGMICH,Microhemorrhage(s),Original UDS question,v3,x,imaging
819,"D1
Clinician Diagnosis",IMAGMWMH,"Moderate white-matter hyperintensity 
(CHS score 5-6)",Original UDS question,v3,x,imaging
820,"D1
Clinician Diagnosis",IMAGEWMH,"Extensive white-matter hyperintensity 
(CHS score 7-8)",Original UDS question,v3,x,imaging
821,"D1
Clinician Diagnosis",OTHMUT,"Does the subject have a hereditary 
mutation other than an AD or FTLD 
mutation?",Original UDS question,v3,x,genetics
823,"D1
Clinician Diagnosis",NACCALZD,"Presumptive etiologic diagnosis of the 
cognitive disorder — Alzheimer’s disease",NACC derived variable,v1-3,x,diagnosis
824,"D1
Clinician Diagnosis",NACCALZP,"Primary, contributing, or non-
contributing cause of observed cognitive 
impairment — Alzheimer’s disease (AD)",NACC derived variable,v1-3,x,diagnosis
825,"D1
Clinician Diagnosis",PROBAD,"Presumptive etiologic diagnosis of 
the cognitive disorder — Probable 
Alzheimer’s disease",Original UDS question,v1-2,x,diagnosis
826,"D1
Clinician Diagnosis",PROBADIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Probable Alzheimer’s 
disease",Original UDS question,v1-2,x,diagnosis
827,"D1
Clinician Diagnosis",POSSAD,"Presumptive etiologic diagnosis of 
the cognitive disorder — Possible 
Alzheimer’s disease",Original UDS question,v1-2,x,diagnosis
828,"D1
Clinician Diagnosis",POSSADIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Possible Alzheimer’s 
disease",Original UDS question,v1-2,x,diagnosis
829,"D1
Clinician Diagnosis",NACCLBDE,"Presumptive etiologic diagnosis of the 
cognitive disorder — Lewy body disease",NACC derived variable,v1-3,x,diagnosis
830,"D1
Clinician Diagnosis",NACCLBDP,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Lewy body disease (LBD)",NACC derived variable,v1-3,x,diagnosis
831,"D1
Clinician Diagnosis",PARK,Parkinson’s disease present,Original UDS question,v1-3,x,diagnosis
832,"D1
Clinician Diagnosis",MSA,"Presumptive etiologic diagnosis of the 
cognitive disorder — Multiple system 
atrophy (MSA)",Original UDS question,v3,x,diagnosis
833,"D1
Clinician Diagnosis",MSAIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Multiple system atrophy 
(MSA)",Original UDS question,v3,x,diagnosis
834,"D1
Clinician Diagnosis",PSP,"Presumptive etiologic diagnosis of 
the cognitive disorder — primary 
supranuclear palsy (PSP)",Original UDS question,v1-3,x,diagnosis
835,"D1
Clinician Diagnosis",PSPIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Primary supranuclear 
palsy (PSP)",Original UDS question,v1-3,x,diagnosis
836,"D1
Clinician Diagnosis",CORT,"Presumptive etiologic diagnosis of 
the cognitive disorder — Corticobasal 
degeneration (CBD)",Original UDS question,v1-3,x,diagnosis
838,"D1
Clinician Diagnosis",CORTIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Corticobasal degeneration 
(CBD)",Original UDS question,v1-3,x,diagnosis
839,"D1
Clinician Diagnosis",FTLDMO,"Presumptive etiologic diagnosis of the 
cognitive disorder — FTLD with motor 
neuron disease (MND)",Original UDS question,v3,x,diagnosis
840,"D1
Clinician Diagnosis",FTLDMOIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — FTLD with motor neuron 
disease (MND)",Original UDS question,v3,x,diagnosis
841,"D1
Clinician Diagnosis",FTLDNOS,"Presumptive etiologic diagnosis of the 
cognitive disorder — FTLD not otherwise 
specified (NOS)",Original UDS question,v3,x,diagnosis
842,"D1
Clinician Diagnosis",FTLDNOIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — FTLD not otherwise 
specified (NOS)",Original UDS question,v3,x,diagnosis
843,"D1
Clinician Diagnosis",FTD,"Presence of behavioral frontotemporal 
dementia (bvFTD)",Original UDS question,v1-2,x,diagnosis
844,"D1
Clinician Diagnosis",FTDIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — behavioral frontotemporal 
dementia (bvFTD)",Original UDS question,v1-2,x,diagnosis
845,"D1
Clinician Diagnosis",PPAPH,"Presumptive etiologic diagnosis of the 
cognitive disorder — Primary progressive 
aphasia (PPA)",Original UDS question,v1-2,x,diagnosis
846,"D1
Clinician Diagnosis",PPAPHIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — primary progressive 
aphasia (PPA)",Original UDS question,v1-2,x,diagnosis
847,"D1
Clinician Diagnosis",FTLDSUBT,FTLD subtype,Original UDS question,v3,x,diagnosis
849,"D1
Clinician Diagnosis",CVD,"Presumptive etiologic diagnosis of the 
cognitive disorder — Vascular brain 
injury (VBI)",Original UDS question,v3,x,diagnosis
850,"D1
Clinician Diagnosis",CVDIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — vascular brain injury",Original UDS question,v3,x,diagnosis
851,"D1
Clinician Diagnosis",PREVSTK,Previous symptomatic stroke,Original UDS question,v3,x,reported
852,"D1
Clinician Diagnosis",STROKDEC,"Temporal relationship between stroke 
and cognitive decline",Original UDS question,v3,x,reported
853,"D1
Clinician Diagnosis",STKIMAG,Confirmation of stroke by neuroimaging,Original UDS question,v3,x,imaging
854,"D1
Clinician Diagnosis",INFNETW,"Imaging evidence of cystic infarction in 
cognitive network(s)",Original UDS question,v3,x,imaging
855,"D1
Clinician Diagnosis",INFWMH,"Imaging evidence of cystic infarction, 
imaging evidence of extensive white 
matter hyperintensity (CHS grade 7-8+), 
and impairment in executive function",Original UDS question,v3,x,imaging
857,"D1
Clinician Diagnosis",VASC,"Presumptive etiologic diagnosis of the 
cognitive disorder — Probable vascular 
dementia (NINDS/AIREN criteria)",Original UDS question,v1-2,x,diagnosis
858,"D1
Clinician Diagnosis",VASCIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Probable vascular 
dementia (NINDS/AIREN criteria)",Original UDS question,v1-2,x,diagnosis
859,"D1
Clinician Diagnosis",VASCPS,"Presumptive etiologic diagnosis of the 
cognitive disorder — Possible vascular 
dementia (NINDS/AIREN criteria)",Original UDS question,v2,x,diagnosis
860,"D1
Clinician Diagnosis",VASCPSIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — possible vascular 
dementia (NINDS/AIREN criteria)",Original UDS question,v2,x,diagnosis
861,"D1
Clinician Diagnosis",STROKE,"Presumptive etiologic diagnosis of the 
cognitive disorder — Stroke",Original UDS question,v1-2,x,diagnosis
862,"D1
Clinician Diagnosis",STROKIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — stroke",Original UDS question,v1-2,x,diagnosis
863,"D1
Clinician Diagnosis",ESSTREM,"Presumptive etiologic diagnosis of the 
cognitive disorder — Essential tremor",Original UDS question,v3,x,diagnosis
864,"D1
Clinician Diagnosis",ESSTREIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Essential tremor",Original UDS question,v3,x,diagnosis
865,"D1
Clinician Diagnosis",DOWNS,"Presumptive etiologic diagnosis of the 
cognitive disorder — Down syndrome",Original UDS question,v1-3,x,diagnosis
866,"D1
Clinician Diagnosis",DOWNSIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Down syndrome",Original UDS question,v1-3,x,diagnosis
867,"D1
Clinician Diagnosis",HUNT,"Presumptive etiologic diagnosis of the 
cognitive disorder — Huntington’s 
disease",Original UDS question,v1-3,x,diagnosis
868,"D1
Clinician Diagnosis",HUNTIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Huntington’s disease",Original UDS question,v1-3,x,diagnosis
869,"D1
Clinician Diagnosis",PRION,"Presumptive etiologic diagnosis of the 
cognitive disorder — Prion disease (CJD, 
other)",Original UDS question,v1-3,x,diagnosis
870,"D1
Clinician Diagnosis",PRIONIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Prion disease (CJD, other)",Original UDS question,v1-3,x,diagnosis
871,"D1
Clinician Diagnosis",BRNINJ,"Presumptive etiologic diagnosis of the 
cognitive disorder — Traumatic brain 
injury (TBI)",Original UDS question,v1-3,x,diagnosis
872,"D1
Clinician Diagnosis",BRNINJIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Traumatic brain injury 
(TBI)",Original UDS question,v1-3,x,diagnosis
873,"D1
Clinician Diagnosis",BRNINCTE,"Symptoms consistent with chronic 
traumatic encephalopathy (CTE)",Original UDS question,v3,x,diagnosis
875,"D1
Clinician Diagnosis",HYCEPH,"Presumptive etiologic diagnosis of the 
cognitive disorder — Normal-pressure 
hydrocephalus (NPH)",Original UDS question,v1-3,x,diagnosis
876,"D1
Clinician Diagnosis",HYCEPHIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Normal-pressure 
hydrocephalus (NPH)",Original UDS question,v1-3,x,diagnosis
877,"D1
Clinician Diagnosis",EPILEP,"Presumptive etiologic diagnosis of the 
cognitive disorder — Epilepsy",Original UDS question,v3,x,diagnosis
878,"D1
Clinician Diagnosis",EPILEPIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Epilepsy",Original UDS question,v3,x,diagnosis
879,"D1
Clinician Diagnosis",NEOP,"Presumptive etiologic diagnosis of the 
cognitive disorder — CNS neoplasm",Original UDS question,v1-3,x,diagnosis
880,"D1
Clinician Diagnosis",NEOPIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — CNS neoplasm",Original UDS question,v1-3,x,diagnosis
881,"D1
Clinician Diagnosis",NEOPSTAT,CNS neoplasm — benign or malignant,Original UDS question,v3,x,reported
882,"D1
Clinician Diagnosis",HIV,"Presumptive etiologic diagnosis of 
the cognitive disorder — Human 
immunodeficiency virus (HIV)",Original UDS question,v3,x,diagnosis
883,"D1
Clinician Diagnosis",HIVIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — HIV",Original UDS question,v3,x,diagnosis
884,"D1
Clinician Diagnosis",OTHCOG,"Presumptive etiologic diagnosis of the 
cognitive disorder — Other neurological, 
genetic, or infectious condition",Original UDS question,v3,x,diagnosis
885,"D1
Clinician Diagnosis",OTHCOGIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Other neurological, 
genetic, or infectious condition",Original UDS question,v3,x,diagnosis
887,"D1
Clinician Diagnosis",DEP,"Presumptive etiologic diagnosis of the 
cognitive disorder — Depression",Original UDS question,v1-3,x,diagnosis
888,"D1
Clinician Diagnosis",DEPIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Depression",Original UDS question,v1-3,x,diagnosis
889,"D1
Clinician Diagnosis",DEPTREAT,Depression — Treated or untreated,Original UDS question,v3,x,reported
890,"D1
Clinician Diagnosis",BIPOLDX,"Presumptive etiologic diagnosis of the 
cognitive disorder — Bipolar disorder",Original UDS question,v3,x,diagnosis
891,"D1
Clinician Diagnosis",BIPOLDIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — bipolar disorder",Original UDS question,v3,x,diagnosis
892,"D1
Clinician Diagnosis",SCHIZOP,"Presumptive etiologic diagnosis of the 
cognitive disorder — Schizophrenia or 
other psychosis",Original UDS question,v3,x,diagnosis
894,"D1
Clinician Diagnosis",SCHIZOIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Schizophrenia or other 
psychosis",Original UDS question,v3,x,diagnosis
895,"D1
Clinician Diagnosis",ANXIET,"Presumptive etiologic diagnosis of the 
cognitive disorder — Anxiety",Original UDS question,v3,x,diagnosis
896,"D1
Clinician Diagnosis",ANXIETIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Anxiety",Original UDS question,v3,x,diagnosis
897,"D1
Clinician Diagnosis",DELIR,"Presumptive etiologic diagnosis of the 
cognitive disorder — Delirium",Original UDS question,v3,x,diagnosis
898,"D1
Clinician Diagnosis",DELIRIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Delirium",Original UDS question,v3,x,diagnosis
899,"D1
Clinician Diagnosis",PTSDDX,"Presumptive etiologic diagnosis of the 
cognitive disorder — Post-traumatic 
stress disorder (PTSD)",Original UDS question,v3,x,diagnosis
900,"D1
Clinician Diagnosis",PTSDDXIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — PTSD",Original UDS question,v3,x,diagnosis
901,"D1
Clinician Diagnosis",OTHPSY,"Presumptive etiologic diagnosis of the 
cognitive disorder — Other psychiatric 
disease",Original UDS question,v1-3,x,diagnosis
902,"D1
Clinician Diagnosis",OTHPSYIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Other psychiatric disease",Original UDS question,v1-3,x,diagnosis
904,"D1
Clinician Diagnosis",ALCDEM,"Presumptive etiologic diagnosis of 
the cognitive disorder — Cognitive 
impairment due to alcohol abuse",Original UDS question,v1-3,x,diagnosis
905,"D1
Clinician Diagnosis",ALCDEMIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Alcohol abuse",Original UDS question,v1-3,x,diagnosis
906,"D1
Clinician Diagnosis",ALCABUSE,Current alcohol abuse,Original UDS question,v3,x,reported
907,"D1
Clinician Diagnosis",IMPSUB,"Presumptive etiologic diagnosis of 
the cognitive disorder — Cognitive 
impairment due to other substance 
abuse",Original UDS question,v3,x,diagnosis
908,"D1
Clinician Diagnosis",IMPSUBIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Other substance abuse",Original UDS question,v3,x,diagnosis
909,"D1
Clinician Diagnosis",DYSILL,"Presumptive etiologic diagnosis of 
the cognitive disorder — Cognitive 
impairment due to systemic disease/
medical illness",Original UDS question,v1-3,x,diagnosis
910,"D1
Clinician Diagnosis",DYSILLIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — systemic disease/medical 
illness",Original UDS question,v1-3,x,diagnosis
912,"D1
Clinician Diagnosis",MEDS,"Presumptive etiologic diagnosis of 
the cognitive disorder — Cognitive 
impairment due to medications",Original UDS question,v1-3,x,diagnosis
913,"D1
Clinician Diagnosis",MEDSIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — medications",Original UDS question,v1-3,x,diagnosis
914,"D1
Clinician Diagnosis",DEMUN,"Presumptive etiologic diagnosis of the 
cognitive disorder — Undetermined 
etiology",Original UDS question,v1-2,x,diagnosis
915,"D1
Clinician Diagnosis",DEMUNIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Undetermined etiology",Original UDS question,v1-2,x,diagnosis
916,"D1
Clinician Diagnosis",COGOTH,"Presumptive etiologic diagnosis of the 
cognitive disorder — Other 1 (specify)",Original UDS question,v1-3,x,diagnosis
917,"D1
Clinician Diagnosis",COGOTHIF,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Other1 (specify)",Original UDS question,v1-3,x,diagnosis
919,"D1
Clinician Diagnosis",COGOTH2,"Presumptive etiologic diagnosis of the 
cognitive disorder — Other 2 (specify)",Original UDS question,v2-3,x,diagnosis
920,"D1
Clinician Diagnosis",COGOTH2F,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Other 2 (specify)",Original UDS question,v2-3,x,diagnosis
922,"D1
Clinician Diagnosis",COGOTH3,"Presumptive etiologic diagnosis of the 
cognitive disorder — Other 3 (specify)",Original UDS question,v2-3,x,diagnosis
923,"D1
Clinician Diagnosis",COGOTH3F,"Primary, contributing, or non-
contributing cause of cognitive 
impairment — Other 3 (specify)",Original UDS question,v2-3,x,diagnosis
925,"D1
Clinician Diagnosis",NACCNORM,Normal cognition at all visits to date,NACC derived variable,v1-3,x,status
926,"D1
Clinician Diagnosis",NACCIDEM,Incident dementia during UDS follow-up,NACC derived variable,v1-3,x,status
927,"D1
Clinician Diagnosis",NACCMCII,Incident MCI during UDS follow-up,NACC derived variable,v1-3,x,status
928,"D1
Clinician Diagnosis",NACCADMU,"Does the subject have a dominantly 
inherited AD mutation?",NACC derived variable,v3,x,genetics
929,"D1
Clinician Diagnosis",NACCFTDM,"Does the subject have an hereditary 
FTLD mutation?",NACC derived variable,v3,x,genetics
930,"D1
Clinician Diagnosis",NACCETPR,"Primary etiologic diagnosis (MCI); 
impaired, not MCI; or dementia",NACC derived variable,v1-3,x,diagnosis
931,"D2
Clinician-assessed Medical 
Conditions",CANCER,"Cancer present in the last 12 months 
(excluding non-melanoma skin cancer), 
primary or metastatic",Original UDS question,v3,x,reported
933,"D2
Clinician-assessed Medical 
Conditions",DIABET,Diabetes present at visit,Original UDS question,v3,x,reported
935,"D2
Clinician-assessed Medical 
Conditions",MYOINF,"Myocardial infarct present within the 
past 12 months",Original UDS question,v3,x,reported
936,"D2
Clinician-assessed Medical 
Conditions",CONGHRT,Congestive heart failure present,Original UDS question,v3,x,reported
937,"D2
Clinician-assessed Medical 
Conditions",AFIBRILL,Atrial fibrillation present,Original UDS question,v3,x,reported
938,"D2
Clinician-assessed Medical 
Conditions",HYPERT,Hypertension present,Original UDS question,v3,x,reported
939,"D2
Clinician-assessed Medical 
Conditions",ANGINA,Angina present,Original UDS question,v3,x,reported
940,"D2
Clinician-assessed Medical 
Conditions",HYPCHOL,Hypercholesterolemia present,Original UDS question,v3,x,reported
941,"D2
Clinician-assessed Medical 
Conditions",VB12DEF,B12 deficiency present,Original UDS question,v3,x,reported
942,"D2
Clinician-assessed Medical 
Conditions",THYDIS,Thyroid disease present,Original UDS question,v3,x,reported
943,"D2
Clinician-assessed Medical 
Conditions",ARTH,Arthritis present,Original UDS question,v3,x,reported
944,"D2
Clinician-assessed Medical 
Conditions",ARTYPE,Arthritis type,Original UDS question,v3,x,reported
946,"D2
Clinician-assessed Medical 
Conditions",ARTUPEX,"Arthritis region affected — upper 
extremity",Original UDS question,v3,x,reported
947,"D2
Clinician-assessed Medical 
Conditions",ARTLOEX,"Arthritis region affected — lower 
extremity",Original UDS question,v3,x,reported
948,"D2
Clinician-assessed Medical 
Conditions",ARTSPIN,Arthritis region affected — spine,Original UDS question,v3,x,reported
949,"D2
Clinician-assessed Medical 
Conditions",ARTUNKN,Arthritis region affected — unknown,Original UDS question,v3,x,reported
950,"D2
Clinician-assessed Medical 
Conditions",URINEINC,Incontinence present — urinary,Original UDS question,v3,x,reported
951,"D2
Clinician-assessed Medical 
Conditions",BOWLINC,Incontinence present — bowel,Original UDS question,v3,x,reported
952,"D2
Clinician-assessed Medical 
Conditions",SLEEPAP,Sleep apnea present,Original UDS question,v3,x,reported
953,"D2
Clinician-assessed Medical 
Conditions",REMDIS,"REM sleep behavior disorder (RBD) 
present",Original UDS question,v3,x,reported
954,"D2
Clinician-assessed Medical 
Conditions",HYPOSOM,Hyposomnia/insomnia present,Original UDS question,v3,x,reported
955,"D2
Clinician-assessed Medical 
Conditions",SLEEPOTH,Other sleep disorder present,Original UDS question,v3,x,reported
957,"D2
Clinician-assessed Medical 
Conditions",ANGIOCP,"Carotid procedure: angioplasty, 
endarterectomy, or stent within the past 
12 months",Original UDS question,v3,x,reported
958,"D2
Clinician-assessed Medical 
Conditions",ANGIOPCI,"Percutaneous coronary intervention: 
angioplasty and/or stent within the past 
12 months",Original UDS question,v3,x,reported
960,"D2
Clinician-assessed Medical 
Conditions",PACEMAKE,"Procedure: pacemaker and/or 
defibrillator within the past 12 months",Original UDS question,v3,x,reported
961,"D2
Clinician-assessed Medical 
Conditions",HVALVE,"Procedure: heart valve replacement or 
repair within the past 12 months",Original UDS question,v3,x,reported
962,"D2
Clinician-assessed Medical 
Conditions",ANTIENC,"Antibody-mediated encephalopathy 
within the past 12 months",Original UDS question,v3,x,reported
964,"D2
Clinician-assessed Medical 
Conditions",OTHCOND,"Other medical conditions or procedures 
within the past 12 months not listed 
above",Original UDS question,v3,x,reported
1009,Other data available at NACC,NACCFTD,"One or more FTLD Module visits 
completed",NACC derived variable,v3,method,method
1011,Other data available at NACC,NACCLBDM,"One or more LBD Module visits 
completed",NACC derived variable,v3,method,method
1013,Other data available at NACC,NACCMRSA,At least one MRI scan available,NACC derived variable,v3,method,method
1014,Other data available at NACC,NACCNAPA,"Total number of amyloid PET scans 
available",NACC derived variable,v3,method,method
1015,Other data available at NACC,NACCAPSA,At least one amyloid PET scan available,NACC derived variable,v3,method,method
1016,Other data available at NACC,NACCACSF,"One or more measures of Aβ1–42 
reported",NACC derived variable,v3,method,method
1017,Other data available at NACC,NACCPCSF,"One or more measures of P-tau181P 
reported",NACC derived variable,v3,method,method
1018,Other data available at NACC,NACCTCSF,One or more measures of T-tau reported,NACC derived variable,v3,method,method
1019,Other data available at NACC,NACCAUTP,"Neuropathology data from an autopsy is 
available",NACC derived variable,v3,method,method
47,,NACCAPOE,APOE genotype,Numeric cross-sectional,NACC derived,x,reported
50,,NACCNE4S,Number of APOE e4 alleles,Numeric cross-sectional,NACC derived,x,reported
54,,NPPATHO,Other ischemic or vascular pathology,Numeric,NACC derived,y,y
0,,TELCOV,,,,method,method
1,,TELMOD,,,,method,method
2,,MODCOMM,,,,method,method
3,,MOCBTOTS,,,,x,test
4,,REY1REC,,,,x,test
5,,REY1INT,,,,x,test
6,,REY2REC,,,,x,test
7,,REY2INT,,,,x,test
8,,REY3REC,,,,x,test
9,,REY3INT,,,,x,test
10,,REY4REC,,,,x,test
11,,REY4INT,,,,x,test
12,,REY5REC,,,,x,test
13,,REY5INT,,,,x,test
14,,REY6REC,,,,x,test
15,,REY6INT,,,,x,test
16,,OTRAILA,,,,x,test
17,,OTRLARR,,,,x,test
18,,OTRLALI,,,,x,test
19,,OTRAILB,,,,x,test
20,,OTRLBRR,,,,x,test
21,,OTRLBLI,,,,x,test
22,,REYDREC,,,,x,test
23,,REYDINT,,,,x,test
24,,REYTCOR,,,,x,test
25,,REYFPOS,,,,x,test
26,,VNTTOTW,,,,x,test
27,,VNTPCNC,,,,x,test
28,,RESPVAL,,,,method,method
29,,RESPHEAR,,,,method,method
30,,RESPDIST,,,,method,method
31,,RESPINTR,,,,method,method
32,,RESPDISN,,,,method,method
33,,RESPFATG,,,,method,method
34,,RESPEMOT,,,,method,method
35,,RESPASST,,,,method,method
36,,RESPOTH,,,,method,method
37,,RESPOTHX,,,,method,method
38,,NACCMOCB,,,,x,test
